device_id,timestamp_utc,timestamp_uganda,battery_voltage,field2,humidity_percent,motion_counts,temperature_celsius,motion_status,work_mode,frame_counter,rssi,raw_payload,source_file,file_last_modified
lht65n-01-temp-humidity-sensor,2025-09-22T05:14:34.495866025Z,2025-09-22T05:14:34.495866025Z,3.085,3,65.9,14866,26.18,Activity,PIR Sensor,1796,-81,zA0KOgKTDgEAOhI=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:16:34.998928738Z,2025-09-22T05:16:34.998928738Z,3.083,3,65.5,14876,26.3,Activity,PIR Sensor,1797,-81,zAsKRgKPDgEAOhw=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:18:39.480625071Z,2025-09-22T05:18:39.480625071Z,3.084,3,65.5,14894,26.37,Activity,PIR Sensor,1798,-82,zAwKTQKPDgEAOi4=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:20:41.255490190Z,2025-09-22T05:20:41.255490190Z,3.086,3,65.3,14915,26.49,Activity,PIR Sensor,1799,-83,zA4KWQKNDgEAOkM=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:21:58.365698185Z,2025-09-22T05:21:58.365698185Z,3.082,3,65.1,14927,26.51,No activity,PIR Sensor,1800,-81,zAoKWwKLDgAAOk8=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:32:07.201658471Z,2025-09-22T05:32:07.201658471Z,3.084,3,64.2,14928,26.92,Activity,PIR Sensor,1801,-62,zAwKhAKCDgEAOlA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:34:31.158473468Z,2025-09-22T05:34:31.158473468Z,3.083,3,64.0,14938,27.05,Activity,PIR Sensor,1802,-65,zAsKkQKADgEAOlo=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:51:57.835783955Z,2025-09-22T05:51:57.835783955Z,3.083,3,64.1,14944,27.32,No activity,PIR Sensor,1803,-82,zAsKrAKBDgAAOmA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T06:21:57.249222179Z,2025-09-22T06:21:57.249222179Z,3.084,3,63.8,14944,26.82,No activity,PIR Sensor,1804,-68,zAwKegJ+DgAAOmA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T06:51:56.826734294Z,2025-09-22T06:51:56.826734294Z,3.084,3,65.9,14944,26.82,No activity,PIR Sensor,1805,-82,zAwKegKTDgAAOmA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T07:21:56.224060025Z,2025-09-22T07:21:56.224060025Z,3.082,3,65.5,14944,26.77,No activity,PIR Sensor,1806,-82,zAoKdQKPDgAAOmA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T08:21:55.188589048Z,2025-09-22T08:21:55.188589048Z,3.083,3,65.6,14944,26.85,No activity,PIR Sensor,1808,-81,zAsKfQKQDgAAOmA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T08:51:54.642110667Z,2025-09-22T08:51:54.642110667Z,3.086,3,64.8,14944,26.94,No activity,PIR Sensor,1809,-68,zA4KhgKIDgAAOmA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T09:21:54.146519677Z,2025-09-22T09:21:54.146519677Z,3.085,3,63.5,14944,26.99,No activity,PIR Sensor,1810,-67,zA0KiwJ7DgAAOmA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T09:51:53.605071205Z,2025-09-22T09:51:53.605071205Z,3.083,3,62.7,14944,27.04,No activity,PIR Sensor,1811,-82,zAsKkAJzDgAAOmA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T10:21:53.101466396Z,2025-09-22T10:21:53.101466396Z,3.084,3,61.6,14944,27.1,No activity,PIR Sensor,1812,-68,zAwKlgJoDgAAOmA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T10:51:52.556211005Z,2025-09-22T10:51:52.556211005Z,3.084,3,61.2,14944,27.16,No activity,PIR Sensor,1813,-82,zAwKnAJkDgAAOmA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T11:21:52.056823942Z,2025-09-22T11:21:52.056823942Z,3.086,3,63.2,14944,27.19,No activity,PIR Sensor,1814,-82,zA4KnwJ4DgAAOmA=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T11:45:49.677090357Z,2025-09-22T11:45:49.677090357Z,3.084,3,60.1,14990,26.68,Activity,PIR Sensor,1817,-72,zAwKbAJZDgEAOo4=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T11:48:10.517767524Z,2025-09-22T11:48:10.517767524Z,3.083,3,57.6,14998,26.44,Activity,PIR Sensor,1818,-70,zAsKVAJADgEAOpY=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T11:50:13.117752349Z,2025-09-22T11:50:13.117752349Z,3.084,3,59.6,15010,26.36,Activity,PIR Sensor,1819,-82,zAwKTAJUDgEAOqI=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T11:54:36.488798338Z,2025-09-22T11:54:36.488798338Z,3.085,3,62.6,15033,25.92,Activity,PIR Sensor,1821,-83,zA0KIAJyDgEAOrk=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T12:21:50.968651571Z,2025-09-22T12:21:50.968651571Z,3.084,3,62.9,15034,25.52,No activity,PIR Sensor,1822,-84,zAwJ+AJ1DgAAOro=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T12:51:50.495462173Z,2025-09-22T12:51:50.495462173Z,3.085,3,59.9,15034,25.26,No activity,PIR Sensor,1823,-84,zA0J3gJXDgAAOro=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T13:21:49.933346118Z,2025-09-22T13:21:49.933346118Z,3.086,3,62.6,15034,25.21,No activity,PIR Sensor,1824,-82,zA4J2QJyDgAAOro=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T13:51:49.417242573Z,2025-09-22T13:51:49.417242573Z,3.085,3,64.7,15034,25.29,No activity,PIR Sensor,1825,-67,zA0J4QKHDgAAOro=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T13:56:09.969507892Z,2025-09-22T13:56:09.969507892Z,3.083,3,65.0,15035,25.29,Activity,PIR Sensor,1826,-65,zAsJ4QKKDgEAOrs=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T13:58:11.079514507Z,2025-09-22T13:58:11.079514507Z,3.084,3,64.6,15043,25.29,Activity,PIR Sensor,1827,-78,zAwJ4QKGDgEAOsM=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:00:15.641085678Z,2025-09-22T14:00:15.641085678Z,3.085,3,65.1,15067,25.26,Activity,PIR Sensor,1828,-66,zA0J3gKLDgEAOts=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:02:20.512016546Z,2025-09-22T14:02:20.512016546Z,3.085,3,65.1,15087,25.27,Activity,PIR Sensor,1829,-78,zA0J3wKLDgEAOu8=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:04:26.282890138Z,2025-09-22T14:04:26.282890138Z,3.086,3,65.2,15111,25.27,Activity,PIR Sensor,1830,-80,zA4J3wKMDgEAOwc=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:06:35.830885431Z,2025-09-22T14:06:35.830885431Z,3.085,3,66.0,15134,25.3,Activity,PIR Sensor,1831,-65,zA0J4gKUDgEAOx4=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:09:08.229500441Z,2025-09-22T14:09:08.229500441Z,3.084,3,65.3,15142,25.34,Activity,PIR Sensor,1832,-80,zAwJ5gKNDgEAOyY=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:11:13.396126688Z,2025-09-22T14:11:13.396126688Z,3.084,3,64.9,15146,25.37,Activity,PIR Sensor,1833,-68,zAwJ6QKJDgEAOyo=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:20:49.376617247Z,2025-09-22T14:20:49.376617247Z,3.084,3,65.7,15159,25.37,Activity,PIR Sensor,1834,-66,zAwJ6QKRDgEAOzc=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:21:48.873725114Z,2025-09-22T14:21:48.873725114Z,3.084,3,66.2,15162,25.38,No activity,PIR Sensor,1835,-82,zAwJ6gKWDgAAOzo=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:25:00.221900835Z,2025-09-22T14:25:00.221900835Z,3.084,3,65.8,15163,25.37,Activity,PIR Sensor,1836,-67,zAwJ6QKSDgEAOzs=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:32:06.942715035Z,2025-09-22T14:32:06.942715035Z,3.084,3,66.1,15165,25.44,Activity,PIR Sensor,1837,-84,zAwJ8AKVDgEAOz0=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:51:48.394632080Z,2025-09-22T14:51:48.394632080Z,3.084,3,66.9,15167,25.64,No activity,PIR Sensor,1838,-84,zAwKBAKdDgAAOz8=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:59:42.253561578Z,2025-09-22T14:59:42.253561578Z,3.085,3,66.3,15168,25.68,Activity,PIR Sensor,1839,-85,zA0KCAKXDgEAO0A=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T15:02:24.968820055Z,2025-09-22T15:02:24.968820055Z,3.084,3,66.0,15172,25.68,Activity,PIR Sensor,1840,-85,zAwKCAKUDgEAO0Q=,processed_2025-09-22_15-04-34.json,2025-09-22T15:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:10:46.029025433Z,2025-09-22T03:10:46.029025433Z,3.084,3,68.9,14652,25.37,Activity,PIR Sensor,1768,-84,zAwJ6QKxDgEAOTw=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:13:33.780036930Z,2025-09-22T03:13:33.780036930Z,3.084,3,68.6,14654,25.36,Activity,PIR Sensor,1769,-70,zAwJ6AKuDgEAOT4=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:15:34.281731573Z,2025-09-22T03:15:34.281731573Z,3.085,3,68.9,14662,25.36,Activity,PIR Sensor,1770,-69,zA0J6AKxDgEAOUY=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:17:47.992262553Z,2025-09-22T03:17:47.992262553Z,3.082,3,68.9,14666,25.34,Activity,PIR Sensor,1771,-84,zAoJ5gKxDgEAOUo=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:22:00.429741776Z,2025-09-22T03:22:00.429741776Z,3.084,3,69.0,14669,25.31,No activity,PIR Sensor,1772,-70,zAwJ4wKyDgAAOU0=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:22:34.018812614Z,2025-09-22T03:22:34.018812614Z,3.084,3,69.0,14670,25.3,Activity,PIR Sensor,1773,-85,zAwJ4gKyDgEAOU4=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:24:39.040226909Z,2025-09-22T03:24:39.040226909Z,3.084,3,69.1,14681,25.31,Activity,PIR Sensor,1774,-83,zAwJ4wKzDgEAOVk=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:26:41.408081144Z,2025-09-22T03:26:41.408081144Z,3.084,3,69.0,14693,25.29,Activity,PIR Sensor,1775,-83,zAwJ4QKyDgEAOWU=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:28:45.746177339Z,2025-09-22T03:28:45.746177339Z,3.084,3,69.4,14711,25.3,Activity,PIR Sensor,1776,-87,zAwJ4gK2DgEAOXc=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:30:54.563393839Z,2025-09-22T03:30:54.563393839Z,3.085,3,69.5,14724,25.26,Activity,PIR Sensor,1777,-69,zA0J3gK3DgEAOYQ=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:33:33.469476054Z,2025-09-22T03:33:33.469476054Z,3.085,3,68.9,14735,25.26,Activity,PIR Sensor,1778,-68,zA0J3gKxDgEAOY8=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:35:45.957632581Z,2025-09-22T03:35:45.957632581Z,3.083,3,69.0,14743,25.27,Activity,PIR Sensor,1779,-78,zAsJ3wKyDgEAOZc=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:39:40.134440743Z,2025-09-22T03:39:40.134440743Z,3.084,3,68.6,14755,25.27,Activity,PIR Sensor,1780,-76,zAwJ3wKuDgEAOaM=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:44:19.548786918Z,2025-09-22T03:44:19.548786918Z,3.084,3,67.9,14765,25.24,Activity,PIR Sensor,1781,-91,zAwJ3AKnDgEAOa0=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:46:20.085699237Z,2025-09-22T03:46:20.085699237Z,3.085,3,67.6,14771,25.23,Activity,PIR Sensor,1782,-90,zA0J2wKkDgEAObM=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:49:38.522804731Z,2025-09-22T03:49:38.522804731Z,3.083,3,67.5,14788,25.23,Activity,PIR Sensor,1783,-71,zAsJ2wKjDgEAOcQ=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:51:59.879022904Z,2025-09-22T03:51:59.879022904Z,3.085,3,67.6,14789,25.21,No activity,PIR Sensor,1784,-83,zA0J2QKkDgAAOcU=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:53:16.308150100Z,2025-09-22T03:53:16.308150100Z,3.084,3,67.6,14790,25.2,Activity,PIR Sensor,1785,-66,zAwJ2AKkDgEAOcY=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T03:57:56.397216332Z,2025-09-22T03:57:56.397216332Z,3.085,3,67.6,14795,25.17,Activity,PIR Sensor,1786,-67,zA0J1QKkDgEAOcs=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T04:21:59.389033174Z,2025-09-22T04:21:59.389033174Z,3.084,3,67.7,14803,25.1,No activity,PIR Sensor,1787,-80,zAwJzgKlDgAAOdM=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T04:49:12.787652473Z,2025-09-22T04:49:12.787652473Z,3.084,3,67.7,14811,25.24,Activity,PIR Sensor,1789,-81,zAwJ3AKlDgEAOds=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T04:51:58.845793725Z,2025-09-22T04:51:58.845793725Z,3.084,3,68.0,14817,25.29,No activity,PIR Sensor,1790,-81,zAwJ4QKoDgAAOeE=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T04:57:49.366220161Z,2025-09-22T04:57:49.366220161Z,3.083,3,68.0,14818,25.34,Activity,PIR Sensor,1791,-85,zAsJ5gKoDgEAOeI=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T04:59:53.707539437Z,2025-09-22T04:59:53.707539437Z,3.084,3,67.9,14826,25.4,Activity,PIR Sensor,1792,-82,zAwJ7AKnDgEAOeo=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:02:00.393492233Z,2025-09-22T05:02:00.393492233Z,3.085,3,67.7,14847,25.52,Activity,PIR Sensor,1793,-65,zA0J+AKlDgEAOf8=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:05:17.099501996Z,2025-09-22T05:05:17.099501996Z,3.083,3,66.9,14850,25.69,Activity,PIR Sensor,1794,-63,zAsKCQKdDgEAOgI=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:12:28.476122920Z,2025-09-22T05:12:28.476122920Z,3.084,3,66.1,14852,26.09,Activity,PIR Sensor,1795,-81,zAwKMQKVDgEAOgQ=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:14:34.495866025Z,2025-09-22T05:14:34.495866025Z,3.085,3,65.9,14866,26.18,Activity,PIR Sensor,1796,-81,zA0KOgKTDgEAOhI=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:16:34.998928738Z,2025-09-22T05:16:34.998928738Z,3.083,3,65.5,14876,26.3,Activity,PIR Sensor,1797,-81,zAsKRgKPDgEAOhw=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:18:39.480625071Z,2025-09-22T05:18:39.480625071Z,3.084,3,65.5,14894,26.37,Activity,PIR Sensor,1798,-82,zAwKTQKPDgEAOi4=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:20:41.255490190Z,2025-09-22T05:20:41.255490190Z,3.086,3,65.3,14915,26.49,Activity,PIR Sensor,1799,-83,zA4KWQKNDgEAOkM=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:21:58.365698185Z,2025-09-22T05:21:58.365698185Z,3.082,3,65.1,14927,26.51,No activity,PIR Sensor,1800,-81,zAoKWwKLDgAAOk8=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:32:07.201658471Z,2025-09-22T05:32:07.201658471Z,3.084,3,64.2,14928,26.92,Activity,PIR Sensor,1801,-62,zAwKhAKCDgEAOlA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:34:31.158473468Z,2025-09-22T05:34:31.158473468Z,3.083,3,64.0,14938,27.05,Activity,PIR Sensor,1802,-65,zAsKkQKADgEAOlo=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T05:51:57.835783955Z,2025-09-22T05:51:57.835783955Z,3.083,3,64.1,14944,27.32,No activity,PIR Sensor,1803,-82,zAsKrAKBDgAAOmA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T06:21:57.249222179Z,2025-09-22T06:21:57.249222179Z,3.084,3,63.8,14944,26.82,No activity,PIR Sensor,1804,-68,zAwKegJ+DgAAOmA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T06:51:56.826734294Z,2025-09-22T06:51:56.826734294Z,3.084,3,65.9,14944,26.82,No activity,PIR Sensor,1805,-82,zAwKegKTDgAAOmA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T07:21:56.224060025Z,2025-09-22T07:21:56.224060025Z,3.082,3,65.5,14944,26.77,No activity,PIR Sensor,1806,-82,zAoKdQKPDgAAOmA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T08:21:55.188589048Z,2025-09-22T08:21:55.188589048Z,3.083,3,65.6,14944,26.85,No activity,PIR Sensor,1808,-81,zAsKfQKQDgAAOmA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T08:51:54.642110667Z,2025-09-22T08:51:54.642110667Z,3.086,3,64.8,14944,26.94,No activity,PIR Sensor,1809,-68,zA4KhgKIDgAAOmA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T09:21:54.146519677Z,2025-09-22T09:21:54.146519677Z,3.085,3,63.5,14944,26.99,No activity,PIR Sensor,1810,-67,zA0KiwJ7DgAAOmA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T09:51:53.605071205Z,2025-09-22T09:51:53.605071205Z,3.083,3,62.7,14944,27.04,No activity,PIR Sensor,1811,-82,zAsKkAJzDgAAOmA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T10:21:53.101466396Z,2025-09-22T10:21:53.101466396Z,3.084,3,61.6,14944,27.1,No activity,PIR Sensor,1812,-68,zAwKlgJoDgAAOmA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T10:51:52.556211005Z,2025-09-22T10:51:52.556211005Z,3.084,3,61.2,14944,27.16,No activity,PIR Sensor,1813,-82,zAwKnAJkDgAAOmA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T11:21:52.056823942Z,2025-09-22T11:21:52.056823942Z,3.086,3,63.2,14944,27.19,No activity,PIR Sensor,1814,-82,zA4KnwJ4DgAAOmA=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T11:45:49.677090357Z,2025-09-22T11:45:49.677090357Z,3.084,3,60.1,14990,26.68,Activity,PIR Sensor,1817,-72,zAwKbAJZDgEAOo4=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T11:48:10.517767524Z,2025-09-22T11:48:10.517767524Z,3.083,3,57.6,14998,26.44,Activity,PIR Sensor,1818,-70,zAsKVAJADgEAOpY=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T11:50:13.117752349Z,2025-09-22T11:50:13.117752349Z,3.084,3,59.6,15010,26.36,Activity,PIR Sensor,1819,-82,zAwKTAJUDgEAOqI=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T11:54:36.488798338Z,2025-09-22T11:54:36.488798338Z,3.085,3,62.6,15033,25.92,Activity,PIR Sensor,1821,-83,zA0KIAJyDgEAOrk=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T12:21:50.968651571Z,2025-09-22T12:21:50.968651571Z,3.084,3,62.9,15034,25.52,No activity,PIR Sensor,1822,-84,zAwJ+AJ1DgAAOro=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T12:51:50.495462173Z,2025-09-22T12:51:50.495462173Z,3.085,3,59.9,15034,25.26,No activity,PIR Sensor,1823,-84,zA0J3gJXDgAAOro=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T13:21:49.933346118Z,2025-09-22T13:21:49.933346118Z,3.086,3,62.6,15034,25.21,No activity,PIR Sensor,1824,-82,zA4J2QJyDgAAOro=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T13:51:49.417242573Z,2025-09-22T13:51:49.417242573Z,3.085,3,64.7,15034,25.29,No activity,PIR Sensor,1825,-67,zA0J4QKHDgAAOro=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T13:56:09.969507892Z,2025-09-22T13:56:09.969507892Z,3.083,3,65.0,15035,25.29,Activity,PIR Sensor,1826,-65,zAsJ4QKKDgEAOrs=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T13:58:11.079514507Z,2025-09-22T13:58:11.079514507Z,3.084,3,64.6,15043,25.29,Activity,PIR Sensor,1827,-78,zAwJ4QKGDgEAOsM=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
lht65n-01-temp-humidity-sensor,2025-09-22T14:00:15.641085678Z,2025-09-22T14:00:15.641085678Z,3.085,3,65.1,15067,25.26,Activity,PIR Sensor,1828,-66,zA0J3gKLDgEAOts=,processed_2025-09-23_03-04-34.json,2025-09-23T03:04:36+00:00
